IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
----------------+----------------------------------------------+--------+-------+----------+-----------------------+---------+----------------
204.16.244.150  | 9mZnd8YWDodSGVmcm8QWghCjT18TFEvaqsTPEauXA7MG | 8001   | 8004  | 8010     | none                  | 2.1.11  | 3039680930
103.167.235.121 | H68e2XUdXK3j8ibFv61VymvHn6AEhHPHLZSmbbQnZp1M | 8000   | 11222 | 11228    | 103.167.235.121:8899  | 2.1.14  | 3271415109
134.119.190.169 | caraQ1NEwdXDjP8RE28XhiPmzCGNqF5zLNqvjoeDNQ3  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
67.209.52.23    | 76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
80.77.175.83    | CZLU7uNs1SNvmV1vodR29hwJFjQ2eVUXsQJwGt2SKVKk | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.129.84.95    | FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.152.160.7    | FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
62.197.45.220   | CyUEJ2KvRCDZqPM5PZ7RVznyjsto8zKc5or6CJZJDPda | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.32.238.68    | vsxLGNkoEXnqhW9iUJFSKmwy1fpuKBVDSebDuMVqUMq  | 8001   | 8902  | 8908     | none                  | 2.1.11  | 1725507508
178.237.58.135  | ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY | 9000   | 9003  | 9009     | none                  | 2.1.14  | 3271415109
5.199.172.175   | BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq | 12000  | 12003 | 12009    | none                  | 2.1.14  | 3271415109
50.115.45.178   | Fx67BgATzUCXtHKX9qDaGGKrANLWhLixjMuRT4dT3JKh | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
5.39.221.250    | 2zAbHUpE4MRgEwq1MWh3i9aJyzazSjUUPrmhNViqQn5W | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
103.167.235.112 | FaHhtym1F1ZersAivvZZTEJrmzrdTwTe3pzHX2LmUUFd | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
62.197.45.42    | 4BevYSucyVnLL6z1ybHh8KH5FnAhJCbX5gYhn5Dfz1FE | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
35.224.152.111  | 2npYpAQcNWcZo85eB43DnSMyeeVCiks7g65YaWVKp8TX | 8001   | 8003  | 8009     | none                  | 2.1.9   | 3039680930
185.84.247.217  | 2XQgZciomz7MoPNUz5YsrPkPsGg43JHaY5EDgQi1S68E | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
165.140.87.149  | AhyLPwqeE8zg7fyFjuufH8k7Kq4kNS2eARRq5EKNGRcT | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
185.19.216.43   | 6LCpzSkg3Ud1SpCnsYtmByWiiW6tcjSPNmJQmFGQcwaL | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
72.251.3.220    | PPdwxwyhXWBa3W8uxGDJx7xpfsgj76Ef1fXbjYnANTm  | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
185.26.11.233   | 3UvHZSXR9TkRgtKfaeRH17GaiWtCzujVmXK3K1eYZRyg | 8000   | 11222 | 11228    | 185.26.11.233:8899    | 2.1.14  | 3271415109
145.40.126.181  | 3qmEGZpEUFYxXiLU5CZjSaUy2X28oV51qVLenKEutYDe | 8000   | 8003  | 8009     | none                  | 2.0.18  | 607245837
185.8.104.7     | BbUTmY3saxeJJze2Vc1ueqEpV8Btj24wKpFbZ1r4XzXr | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
5.199.170.4     | 2nHwBDwqtQNTbCUwhttsBUHnQw5QJwuDNGvynNtHaEx4 | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
173.231.48.122  | DziZfhYj5RcXFvanmsfmtRqwRteSNDnTgLNEawdZww9J | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
45.152.160.108  | 6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
135.125.119.150 | 3hXhY28qCTKSQpamv4RoukhRkAQRszRjV1DY2Lebebrf | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.57.86    | wiFDeRHa4zcPvrZzdrnBEYCWAjMTjnV2vBgQeCpWSa9  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
216.158.71.138  | 2wncJF4QCGJThRLZvTmnQqiDNtkpV6JQ4sw3rwrtiZRA | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
72.46.84.221    | phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2  | 8001   | 9001  | 9007     | none                  | 0.406.20113| 1725507508
64.130.57.215   | HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
173.231.62.162  | 7P5GvWEpPWjJaVbogDkpR4KhTLAoX7WB8vcSdFSPZnHT | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
216.158.233.134 | 8iiLHGgCq66zEgcLJqQypJSKRMbXGYsNF7pwH3UdNskU | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
72.46.84.219    | hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
193.34.212.37   | DtTANarT1CjdoLvF4SyRCHtCE4hAtNJcuCy77vq2y9d4 | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
67.209.54.139   | FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
183.81.169.231  | 9BTM7PK5UH351kWrkyeSGReL1uYFhonctTNuRKHFXvMr | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
216.18.207.90   | 4K8TQcYHjzKyHvReuoPT4pboENga8dYm3SwdgX3UkKVN | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
202.8.8.185     | nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
74.118.139.44   | 2oHUYyW2PU9VJh4XBs5TbGgzdernunvGqyKth3kxW4ns | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
62.113.194.146  | 88K3vd8E7f2jXBwfNspzAYXKZuS7erF1w2wk3qcHTSfh | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.53.21    | Xbk4tCYoTmxDH98ymRKyh95h5LEUaH229YbiP5avzyW  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
66.45.240.74    | Ee4qAkGpWJ76W8nwpqVH92upDrNhzpv6dihAFxwMHrjw | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
107.182.163.138 | 4kpGkEypMTgqSDh5GEQa2YZdiHsnPse2L2G7fPQS2Fvg | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.50.51    | 4JahMMrVRS1gimWoXpD5H6KwKc2MrsoTDFMaStMttL1E | 8001   | 8004  | 8010     | none                  | 2.0.21  | 607245837
147.28.173.69   | sce1oTWYVXv7a7Hy2skxREozs5nwkQ4wDT8XJSi5tgE  | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3220629094
80.77.161.208   | F4kMP5Sn9fgYLK78CHgMqSgvLhw1teasc32ynvuMtHjh | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
70.34.247.7     | EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.48.58    | 4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
147.28.171.33   | Hb6N8QrXst4DQCS1U8neQLQio5Zk5mn9zjnWQGSRHVSL | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.8.106.81    | Garx8JMpBAhJhLyci6KySLbqCFCHLuxUNqDXs96Xgw2b | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
202.8.8.186     | LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc  | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
162.250.120.82  | 5JQ3zhHqFdxSLTAturANGsH9aPejugD7L9Zd1AG644VU | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
134.65.193.112  | 6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8 | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
103.167.235.128 | CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y | 8002   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
173.231.40.50   | Fj8QKDuNcptyXT6Cub2TnjWs6zZ3qya49dw8q4DE4f8V | 8001   | 8003  | 8009     | none                  | 2.0.18  | 607245837
198.37.111.167  | HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
87.119.220.255  | CjtziaSBhv4E6RXmq3PQPsZn5KBg5WUR9XnhQ9PoLK5s | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
64.130.57.216   | EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4 | 8001   | 11222 | 11228    | 64.130.57.216:8899    | 2.1.14  | 3271415109
173.231.60.58   | FUyx2W6wDt7u363QgQRWQYuytE5uJWZLGJpuVh3RDiCa | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
89.222.171.194  | 3Kzdcmu6yWE4AEhFdxAoWncLijpwzNB95JThHRXzvf5k | 10448  | 15008 | 15014    | none                  | 2.0.21  | 607245837
80.77.161.209   | 6MMvVR2UqSkHz5Drt4mmpaS3DBv8kvcrFuKh4sWNGCqD | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
91.189.183.106  | 8RXYL85eGMyuUcBCMHt5owGvasySS4FYbmKTx4CqFkpe | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
62.113.194.220  | F8Db4M7hZRQRjedfMcY7Vu6dMJ8drSQxHC8Rrn7DJq6A | 6000   | 5557  | 5563     | none                  | 2.1.14  | 3271415109
91.134.58.46    | 4PzTWXMsSY8ueuEZvcyVWhHHeMy8sHp5SqDtT4ReoZyi | 8000   | 8003  | 8009     | 91.134.58.46:8899     | 2.1.11  | 1725507508
199.231.185.158 | 4t2m68yq7z4WycsdEsNt862rvSPDn4SGmc3H5eJXCrYF | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
95.179.229.253  | 9fa5wcqnAQqHyn58U1vHHLuZW5GXLcoho7hKT17jGJfZ | 9850   | 9853  | 9859     | none                  | 2.0.16  | 607245837
57.128.189.113  | 7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
103.106.58.23   | xLabscif2DLnYg39rQThqi7A9E45L9qiysRZhmZ1ARE  | 10000  | 11222 | 11228    | none                  | 2.1.14  | 3271415109
202.8.10.12     | FUpqHXTCKe1Lgu8oh75zoHzW7EQHNSmwSLzMjhEeNNBw | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
45.152.160.205  | Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
217.182.213.212 | 9bxGPEvFjGHqpAHMkm97R5d8euFnpJ3ws83tMkTbcBUJ | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
176.215.0.205   | 7BTbVD8t98eYH3XV17Azui4cUMLyfvheoJ6w6VtWivfW | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
62.197.45.194   | 58T8cF983TnmQS1Q7J9wW2wdKoXTdA5MZTaRR4Djyazf | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
109.94.97.155   | cami5ixFFZD3jLdX8Ef5tu8o21reSGoE3GpGRrQyP4z  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
169.155.168.182 | vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D  | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
66.245.195.34   | BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
5.199.172.178   | 6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK | 12000  | 12003 | 12009    | none                  | 2.1.14  | 3271415109
185.8.106.189   | Ff6qhvRxVTkFRmk9aAL5vuDLgN13dPTSc6Y5ztNLFYaR | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
108.171.214.106 | 5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7 | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
173.231.11.106  | zeroT6PTAEjipvZuACTh1mbGCqTHgA6i1ped9DcuidX  | 11970  | 11973 | 11979    | none                  | 2.1.11  | 1725507508
50.115.47.106   | 9D3o3EYeknhTrRvXS1PnD2euGXnMFa3HwpYBq5gPZJDA | 8000   | 8003  | 8009     | 50.115.47.106:8899    | 2.1.14  | 3271415109
85.90.208.249   | s2Meqg3YnYVZBLSAvXhLCttifWyppoPh3W6Meqz3J3v  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
160.202.128.9   | GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.84.247.202  | CBHHTRa6YtuUbNA1v6b18cAXExtbBEDRFshJiEJYjWzC | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
93.115.25.193   | GqHhyk2qVfcd6epF3dft9kZVR32z4edtZyjkp2BvFXUt | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
185.26.9.7      | CnevKtH5zaThFqJmpWZSBzjEMY8bsWiVkkeP6GVSMVgf | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
84.32.71.5      | 4zsArzr9cCAiBuGA3yGbxFtYw73eMgnaLS8q4hjpwMxH | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
84.32.71.79     | EVvkB3QgKsHZ2Tj9GTnQ8mQZJUFmRTkH31g9KEmQ8A62 | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
185.189.45.79   | 4LSfKc2sPZEvb94JeKvySeThmRR8ySBWwRuMz6Pvj4Zf | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
192.69.209.146  | HJJH3tokNTy4FwEg2vABnbyUt3s51kyfL3pH26zTZqhp | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
216.18.205.50   | Asju9nresVBNjVMygiCUZCgWJVi7reT8aHE6PMc2tTha | 8001   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
69.2.42.124     | juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6  | 8001   | 9001  | 9007     | none                  | 0.406.20113| 1725507508
109.94.96.33    | ungM4fafkQg1e13MAzwzuvCxtTTiTZ4Xcq7KqnJRyVJ  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
64.130.56.52    | ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
84.32.32.90     | DqBvkYXi7HjdaKz78yakiDsaGuq1BKrQi3Z5JV6STctz | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
146.255.58.242  | 2VA3q6DbiLjbrLgnkiZ2fdyuRyVBkYRgqBDwA6qYiSDD | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
88.216.198.210  | h3ZXAE168mNxsszYYrUfkMVSCWx6DU2Uvrx97Kb1Nch  | 8001   | 8003  | 8009     | 88.216.198.210:8899   | 2.1.14  | 3271415109
185.84.247.208  | 3GAsD6Rxr3oKFYFvXRHaUAd45ZYSAaSy7kbaPnuYfnT2 | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
207.148.14.220  | CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB | 8000   | 8003  | 8009     | 207.148.14.220:8899   | 2.1.14  | 3271415109
103.14.27.9     | adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
185.177.74.238  | 72i2Cdw5aa1S11uDvhfZVGGtAW8FbyxaBRN58hQqaSMn | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
142.91.157.20   | omegahqefiV3bcrbwwx654NqiMrLVwDiewqnqekpNgo  | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
202.8.9.156     | 5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
154.16.171.107  | FnRqe316RrxVBv85EzMgcuWaVLZYYuyEq9znJnSZAu55 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
80.239.223.71   | RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
108.171.217.234 | LUSitjHk3PrM9KJ8CCDcVBJ5C6HNj7ZUtwMwS43i1mJ  | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
198.244.253.219 | yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt  | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
91.189.180.94   | UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
202.8.8.145     | HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
67.209.54.122   | HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
161.129.64.154  | B3uXszjkQfWAhs5eBSPvoapddJGuBN32ncNFi7CMjmYD | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
2.57.215.182    | GX6kCVtpvFTGsedV72nK5K6VzY1bTCvqFmrtHkuZHGsX | 8001   | 11222 | 11228    | 2.57.215.182:8899     | 2.1.11  | 1725507508
136.244.93.186  | 43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
108.171.216.138 | Cu4M3yd2LfMoGhmYxKszhVH18SPgt6TQvqnE4AWjNKwd | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
2.57.214.27     | 7G4RfctwLLgqG4ZWfCirU8dfJd87mKQWgB4EHQRv8i7v | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
65.20.99.194    | BngWWH7NCcW6Wb5Qfopg4cLCtBUZqVECDmvnqMAvbJRU | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
79.127.204.84   | LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V  | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
198.73.56.230   | 6dwKX2BK1JowEVXvKemcfw2arNeTe6RHYrs4FomxSVPw | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
84.32.186.117   | CF4XtqQ4ZzjfWeWF4uBcmFYZ7nUGJZ9GCoyFnhdgbPkB | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
192.69.220.114  | Ch2UBdfwRY8UyAKCBzYksu7QYwjCXprkbUo7AY9CSRyS | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
103.167.235.139 | 67iXZNZ4ytz3A23WueWr5B23WY7yHdESdRPGbVaPYkHw | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
80.77.161.219   | akMRrEs7bjjWWLPD57ghDiDBE6p75vDaigdPVcGajf5  | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
185.26.10.219   | FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v | 28900  | 28903 | 28909    | none                  | 2.1.14  | 3271415109
208.91.111.250  | Bb4BP3EvsPyBuqSAABx7KmYAp3mRqAZUYN1vChWsbjDc | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
84.32.186.145   | 5WNrMVfywRpYzLqwkkBocsX3W46x36EKoW4FX74FyopC | 8001   | 11222 | 11228    | 84.32.186.145:8899    | 2.1.14  | 3271415109
185.189.44.138  | 317qtuGJuJpFX7pYd3WhRCEwqKMjHmnA7ea7YemxpE5b | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.57.36    | DqRT482tSPAyo9LAyXnqT1wgPFVwFTVFrT5oH1Wv2gyx | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
192.248.161.27  | D8kuk3qEiVBGwYkuMGKfBDwuRi6jjRkzjAZg45fdaRLx | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
172.96.160.87   | 4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7 | 8021   | 8002  | 8008     | none                  | 2.1.11  | 1725507508
38.88.64.94     | HcZvwZ83PfjrQDiq3GLHxisTs17aGURs6bJ2LwtmL4qv | 18502  | 11222 | 11228    | none                  | 2.1.14  | 3271415109
185.26.10.33    | q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot  | 8001   | 8023  | 8029     | none                  | 2.1.11  | 1725507508
104.238.205.151 | J2ofWwssE7YEMrpN5waPQgboWgLdwprsfXUu7vXaBona | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
142.4.55.250    | 776BzpbpsZU1rbCkNHizEP5r8RE8QL12Xqm49krkLPLy | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
173.231.59.118  | EK26xTH6QLS5uubx12av6XrmKH2eotCwAG9r7SBhbhGb | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
154.30.2.47     | 9CJKNW77HfjZf2jrUpdecDub6a5cb1MtVFv7hrXAeVwb | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.53.84    | 23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
31.204.159.147  | LitxAVo3RnYXD2sX1TyRJxfnKy48amXgyGiysPZjZwE  | 9711   | 9714  | 9720     | none                  | 2.1.14  | 3271415109
170.39.119.206  | B5YQWFwLbEJzoXjujsaEYhGdpcpoAzz7cvqpXvr6rpSB | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
91.189.181.210  | 84Za5eXvehQLZR6Xqhe9WT6tTcCHTVjw3XU7GCbBRNfW | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
202.8.10.69     | 9VYeNBs19v9SP3JnYzD9LiQwpntB8rj524iz85NpAgso | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.26.11.251   | 8quzaRSxgKQr5HaxcLHXk4JqqMhb2J4PGokqjzy1MFDj | 41129  | 11222 | 11228    | none                  | 2.1.11  | 1725507508
46.166.162.132  | 3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
91.134.8.4      | Gdo6FaCtTQqGYsmDQrX2icSZeqDCdVizGzBDNbiqCGbJ | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
64.130.55.155   | 722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
46.166.162.145  | forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q  | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
93.115.25.166   | FgF45YaaF57X8MbcQz2zubreiN2ffovUmKFkdc4b8eKS | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
67.213.119.41   | p1ayS5DGgrM7m1VU4zcppoTWPbcFGhrBYTh7Wm6ApAC  | 8000   | 8003  | 8009     | 67.213.119.41:8899    | 2.1.14  | 3271415109
85.195.116.39   | 8S1VXBgZvCsjgnRAMvxknx5BKT7APb8rFhyRVeeTx1SS | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
83.143.86.82    | 9cDdzkrimGrsNVKKRtN2Q1ydBwDxjDtPGyyLRgnUYyAQ | 8000   | 10000 | 10006    | none                  | 2.1.14  | 3271415109
149.28.232.189  | 86ajwRu4xCfhM5ALAaHJqn1RVZLaQapDkGcnuufyw6Ub | 8000   | 8003  | 8009     | 149.28.232.189:8899   | 2.1.14  | 3271415109
216.128.147.81  | xx6jU8CRzoUCT2RNCoomRqAokWmvgVymxRKtyfvQ4CG  | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
192.69.220.122  | 574rvsKGZg8rBuSNX7k8gG2mHFvUMwt22sSgJJBMCQVy | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
216.18.219.214  | 79MeHzaMahBpgCZXHSzu7ukAd7YD59ZLn6VJ3Mb7Vur  | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
147.28.173.55   | sce2zXNjLpPMcSCATTrLiQhAAvHNNMKypTFVtg2H37U  | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3220629094
31.204.159.156  | 91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
72.46.84.195    | hyp3Eo67t6FgeuWg5Qxbeme8NPXJPXXdKT4iJ4DsLf2  | 8000   | none  | none     | none                  | 2.0.17  | 607245837
88.211.219.71   | G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
146.0.231.82    | CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
89.238.223.198  | CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
149.255.37.218  | FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j | 8000   | 11222 | 11228    | 149.255.37.218:8899   | 2.1.14  | 3271415109
145.40.106.171  | 2xKfuXN8HqaEi5L6Dwy2qZ3a5AJPM2hmZ88ZhgZgscom | 15001  | 11222 | 11228    | none                  | 2.1.11  | 1725507508
