IP Address      | Identity                                     | Gossip | TPU   | TPU-QUIC | RPC Address           | Version | Feature Set
64.130.32.209   | 87sZBKaGtRseDxuSkF7pUCERd3Hs98ESRJVipdscTCXc | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
192.69.222.250  | ALTph32sY6zWEBa35tNyYZ9eeLq7ShKmybVfJCU7MSLF | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.52.46    | 5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
67.213.113.105  | dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
35.94.188.64    | 5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux | 37000  | 37003 | 37009    | none                  | 2.1.11  | 3039680930
85.195.119.17   | 7cvpkJPcvNX1DpkyYzP9vtKrLUr9xEjb8AxcBT56bnjS | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
185.101.34.242  | Ag1R3Jffkf62dYHoPmveTUH6NBVyYCNQi6hR9527cmTw | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
217.170.206.42  | 6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
91.134.83.82    | 4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
217.182.213.85  | 9Hzxq2BnACf7AJbLUBpuyRgtZtuJwFvNYAeah1x6iYcS | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
180.87.102.106  | 7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
64.176.168.67   | AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
72.46.84.197    | sh4rk6QkkaHkYtn9TCNjTPmAk7yBHCNw35pp1KHo4UC  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.152.160.70   | D1zqVW87NyyQAuGGNJVLa626QjQsEmkEmx8XynVMN98s | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
208.85.23.4     | CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
91.197.185.138  | 74NLx5y1Fo1kXXs9ATMPM1beCqRVw4d4zU2htktWQoCi | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
45.76.39.158    | 2E2JPuFhjkQvEJEeNGqVSwGLJa5GoFqabQTutGjg1bzw | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.221.164.114 | CcLocgmBiGiFGL9S85dG1Q8BY3vSXVJ76nJKYfdAj3Ud | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
146.0.251.255   | EKHuz3Ag7UtYrEeterGVFHwYWDn2d6aXjnAAf2d5edLh | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
5.199.165.35    | 2ufnDYz755WuHqGCczry1ACTNUVZdn2cm43bCyyPSZtH | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
194.45.36.236   | EBoyo2DA2wQtnfGgVcGUCi48MguJFBNEdMt6V9dSns9r | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
91.189.181.62   | AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
135.125.119.131 | Xoir1BnQX9TbEvon9HRbD8tkjcD9dorsxmNjZAV64Re  | 9001   | 9004  | 9010     | none                  | 2.1.11  | 1725507508
185.221.164.110 | 5FcsE54M1c1jCRwGo9kiMrLfZd67rEy9PnmeTbJ2rLoW | 12251  | 16010 | 16016    | none                  | 2.1.11  | 1725507508
85.195.116.219  | Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
161.129.64.174  | 3Ws2kxmhUKMV32fSV1FZH6PurvoEFNx2xXZbzcdirtbe | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
173.231.16.34   | CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
185.26.10.231   | CfXY2KyS6PvGW3oeSb7NCFZcswRZp2FAJY9E96hCvvVp | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
173.231.63.34   | 8jAft2jnKtjx9MQNtiR9cE3RxrsaL8sjJJgCbHAd1XeS | 8001   | 8003  | 8009     | none                  | 2.0.18  | 607245837
67.213.117.61   | mythxvB89eT3C1TKwwhsvdHfYq2aoCt2es8vLoDFYyk  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
67.213.115.7    | 7hnfZ7rGtfCbFdc2rbx7UFph2gtXDq9PrjnctZeXfZiA | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
84.32.186.106   | PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6  | 9010   | 9013  | 9019     | none                  | 2.1.14  | 3271415109
67.213.117.59   | wetkjRRRDrSPAzHqfVHtFDbhNnejKm5UPfkHeccFCpo  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.189.44.237  | 31GGcXa8K47viSJMSk1thwPWbuF1vBY9tijL5wH8FoYM | 39241  | 11222 | 11228    | none                  | 2.1.11  | 1725507508
103.14.27.33    | axy3tCRL3wmFMVG4c69rYurcf4fXhBo2RcuBj9ADnJ4  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.26.11.137   | DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8 | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.52.113   | FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA | 8001   | 8004  | 8010     | none                  | 2.0.21  | 607245837
62.197.45.16    | E9hD3ikumJx1GVswDjnpCt6Uu4WG5mz1PDWCqdE5uhmo | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
216.18.211.210  | SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA  | 50000  | 50003 | 50009    | none                  | 2.1.11  | 1725507508
88.211.225.44   | 9jDvpZLfD62KKs38fdsFbZza1SgfGBW6KvbqsNRHexak | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
108.171.210.146 | 7DWfjmZtryurJtUrpyALuuGqby2tjPzMjZL6vL7ujRBk | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.53.62    | CXPeim1wQMkcTvEHx9QdhgKREYYJD8bnaCCqPRwJ1to1 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
108.171.210.195 | 6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
184.105.146.35  | Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
74.118.139.84   | AaapDdocMdZQaMAF1gXqKX2ixd7YYSxTpKHMcsbcF318 | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
45.77.100.76    | 4QPDHzck5VbGf2cxNM3KNTw1beryrUxb8TTvjgjovX4B | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
103.167.235.211 | GUFNuRw9JEAQwrJR71mRa2LbMRyrUfziYUzqY3KQwAXv | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
147.75.193.169  | scs2Ra91pMbvqFAP7uitrN5U25SoyBTqZgBbhpVMJko  | 8001   | 8004  | 8010     | 147.75.193.169:8899   | 2.1.16  | 3271415109
216.18.211.110  | HtzxUabNfYNJR43FUmcpkgmtANZahbq5iASB5oiboXzF | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
185.84.247.200  | b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.52.39    | FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9 | 8000   | 8003  | 8009     | none                  | 2.1.15  | 3271415109
64.130.32.8     | H9ENbtmy2tWFtAJNmpC8xQtbcr1NTp4FXLdphRaG8L2T | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
146.71.124.98   | B8m79Xf3kp19suGMJkfXZDDHCmMP5vWHuYAdirtswEzD | 8000   | 11222 | 11228    | none                  | 2.1.13  | 1725507508
185.189.45.78   | 4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
185.101.34.230  | A2ebRyFqKWC414hsBdUwaWiC8YKY43xzUbUf3cYhfYNk | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
45.250.254.233  | tkmaiSoZ3F8MofkQBVWG6JYSCzyN6ioe7ReYXohx3WJ  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
83.143.83.230   | Aho3hF8mqLmadyJdUFpoGidyo3fYAt3ALm2QpAo8wMX  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
72.46.85.217    | PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb  | 8001   | 9001  | 9007     | none                  | 0.407.20113| 1725507508
91.189.176.134  | mHtqTQHaUcFjSZF6tGLNLsHLvjVsxXEK8w3BoT9eLAT  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
173.231.41.50   | 9Cjoq1m66wqDFhnbyhB5LhKQWhcCynU8USV9qQn42eZu | 8001   | 8003  | 8009     | none                  | 2.0.18  | 607245837
216.158.235.246 | HpszAuiaoGoZXfvuZds3gtVQ2ywV76eREHBGyyQovMhy | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
185.84.247.203  | jdrRFCgQD86iEZQqH29DsCRr3LBja3WbspbiHBgdm7F  | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
91.189.180.210  | J1xEijrZvidXX8eF9gnHprucjeMAASZ2tYkY1GXF91Tq | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
83.143.83.102   | C8H7mCWTYDX3LJUgAH5hqmVUQAwdAyHpybTZgvfCJDaM | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
69.10.36.198    | 44ZDKo96gQR1h2afAA3oXgutUzHcRXH72RYxhtGxzWYk | 8001   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.32.178   | BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
45.135.201.209  | gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw  | 5555   | 5558  | 5564     | none                  | 2.1.11  | 1725507508
66.42.68.193    | DRCEj2QaVTig7koAEFQLEThzPkE2v6KMQuTaFtc4khGH | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
169.197.88.98   | 5sQqxRuoBT17zbpSMwbcaRxZX2u3ZjfTKC5RAkspEwXi | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
198.244.253.231 | 3zfHbuMc8ijTQEK9LT2WhgLgmwhWwWrNEqvY2TqYiic5 | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
172.93.102.30   | D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX | 8021   | 8002  | 8008     | none                  | 2.1.11  | 3039680930
149.255.37.98   | ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.50.44    | A4hyMd3FyvUJSRafDUSwtLLaQcxRP4r1BRC9w2AJ1to2 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
178.249.68.248  | D9LzkzWYBMnJX5FycaACA6t5DHjnK9oS2hFXxKW8AmvQ | 7000   | 7003  | 7009     | none                  | 2.1.14  | 3271415109
103.167.235.74  | 8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
194.242.10.22   | zeiUD366nfvMkbMn78QzyhWs927JASUb8ftaCNEyjCH  | 9000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
80.251.153.168  | 4NJni8eC5AS8u18pyUHwmVcqb7mLF7DbRTvBopVj8Ptu | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
107.182.162.210 | 5t4shVsKnUqgjmhK3fFNsvyju2E6Rd7cc4S5pmqqEVEW | 8000   | 8003  | 8009     | 107.182.162.210:8899  | 2.1.14  | 3271415109
31.128.59.203   | 6m5vsg6XfsVUroo1zzZmB4YgFmV6ykLiwEXb6choovpc | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
69.10.35.178    | G98hD3T33SiJa8WcWgJ9coT5fz1F3ciwJjKnecxxd3Bi | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.129.84.85    | DLupiSkASr2wkSLazQodYL3M8v8zvtpoGrJ1nLc9bysK | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
45.43.11.28     | GCQ4V2e6PPdgHM1mXgepHZvdRkWAxbiFUUpJC5Bpcncd | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
67.209.52.254   | oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
145.40.73.27    | cLACyP6TRW8qWgb4zVgoLgR97cTfwnij6jmykgHHQbN  | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
38.18.230.29    | Ccw4n1JNzcjdEUTYorfZPATWHfmBKV7BHnJ8YDyzqh5s | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.176.171.107  | 7mcgHPHLfdoVn1JV9pQp6y8dbx2QF4n1STRCyG9wJ9rV | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
145.40.82.7     | EREgYmT5fEAN73gBNUJk79J55m5BxJRjEYxtr8ttGRWN | 8001   | 8004  | 8010     | none                  | 2.3.0   | 3220629094
88.216.198.131  | ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6 | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
15.235.50.210   | 9Xm2WtKW1tEpY5wxKZD9XbAmojHGGtjiGeM3LotYT1Z9 | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.59.163.2     | THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
169.155.169.25  | CBSufxkHhvNTtBuP3dmCCeRWJdLcBt35jJnd28cZXq8H | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
64.140.170.18   | 5rNErxSxMj3WysMx8bC8vHkbrt9QmwMeG9H6aTp71485 | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
162.245.189.2   | 31yTzM6jWsuMkfmhNZkYGTPLDaiAQ3vYDZHEwjb5uRRq | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
109.94.96.117   | bxrAptB5ZpZBhoLedJpoGWY5hBjjt3zvVBr2323Rrq6  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
192.41.71.184   | parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
185.221.164.100 | 8o5FeotCKdFVExGXscJXUQeNREFe1uZ9PRgvQztrpAUi | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
162.19.43.140   | 9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f | 9401   | 9404  | 9410     | none                  | 2.1.14  | 3271415109
108.171.206.242 | 6kEtLATdCXttEJs9iXj8DfFsWYjQ6uUysN8KWxshJKLu | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
82.163.195.22   | 61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
147.28.180.75   | Ff5CpTFzrGag9RzJBkGjeZGczzzGTNwhHSkyzQAbXJGC | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
83.143.83.46    | DXPk4iAzYboXAy2nqg475hMycGXJACoga5LqmfJXM2hB | 8001   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
185.189.45.14   | Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
162.220.167.38  | DTvHtb9Y9H9xdwcwpmmAsRcfqgx3RV8BSDFYScLpgqT6 | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
70.34.247.18    | HeySTSL4FcDakZHn7UAZy5Bb9SMgWaiB8euq1PHqLWaK | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
217.170.207.150 | A3Y4SRHDLUotcZEEHPAwUsybwnFkWDRUSFwbFPAic8LR | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
85.195.116.99   | rssaJ2iKcE9QWsFYRZr8Q66TQh5bRk9DxYrzxGMzWQr  | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
62.197.45.241   | 6iTpVEx7Ye6wvvrnXBLf6FPhENrCu8mKGswzhem2pJ1m | 8000   | 10000 | 10006    | none                  | 2.1.14  | 3271415109
207.148.9.240   | HLv4d6uhQ7ViicNQ1ff6RHNNntNzmq1bATLne2kCW5VV | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
216.18.218.182  | HrpWeJSYnQVtZe3BKxFCBrAEr8GRCmYUbQev4hoGDBs6 | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
91.134.56.120   | DRvqSY8pMgWPMPpNMnof4S25qp6VySBC4hcvi9EBu4ZP | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
72.46.84.5      | 8hTi1gRAogrsk5uZustzkFb1SKgpzxLhfYWTJ5xBV4Ww | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
64.130.57.35    | 2EutAcbv7T8it6PfPQ7HbK2KFMnMC6anwkX6C3RifE5M | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
208.91.110.171  | 2dkcuAEuUYKnNjo6L8CQhaggpEkGHYbH4hVS81bFawPt | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
149.28.210.91   | EXsJCamTqHJqRqNaB4ZAszGpFw6psMsk9HfjkrrWwJBc | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
31.128.59.214   | BJafMGt4t8A9BENBg9EcXEAqUSgBLaQZujQqvrsGMgtL | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
64.185.235.154  | 5rzBJeyPbEbrUGRWY9pNDp1mpR472zF5TE1dF7ATUvNR | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
216.158.67.42   | VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6  | 8001   | 8004  | 8010     | none                  | 2.1.11  | 1725507508
185.84.247.213  | CKwRED4NttAKmB4D2aos4uQqXqH1QehRoZLdRkyjLdGm | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.52.209   | 5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV | 10000  | 10003 | 10009    | none                  | 2.1.14  | 3271415109
65.20.107.158   | ATd7yhK41qadD5V9eiq7UXQtRf5pidaR6fyKbYtKkbvz | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
160.202.129.127 | bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V  | 8000   | none  | none     | none                  | 2.0.19  | 607245837
185.52.237.102  | spcti6GQVvinbtHU9UAkbXhjTcBJaba1NVx4tmK4M5F  | 9000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
46.166.162.141  | 7Gjec4iDbTxLvVYNsRbZrrHdtyLByzdDJ1C5BmcMMBks | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
94.31.53.9      | DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF | 8030   | 11223 | 11229    | none                  | 2.1.14  | 3271415109
185.86.135.82   | 9hNj1a8xDtWsBzDWv8kk3yosBhT7UcohLEuV72ZJ4QZs | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
45.32.183.56    | Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
154.16.171.104  | 67joanjyAoVmb9nZLyX8p3Gx9tAxzXaUgHDe3kaUH4wf | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
212.83.42.40    | PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
91.134.60.98    | 5TqMpx4wDLRn7qNaNxJ1bsznrqAhF9meoxcpdY2Bc6Es | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
95.67.39.238    | 8YZpv8JDZmqWa33NpBcDSUbUzC7qHXnHPSsYnrxzj9Y6 | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
155.138.253.120 | AYTzhcFH5JcPz71wRz4pV9iJu7cCRchD12q6fpx2fCtM | 15001  | 11222 | 11228    | none                  | 2.1.14  | 3271415109
185.187.154.151 | EY9dfKzLHCetix2ir7tmSMhkYrPfWSUYKn8XPKzgvdgK | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
57.128.210.105  | EBoKqyT2kCabcHXgpF7ScwrHgGUsR821xkTJsHtP2JJi | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
216.158.90.18   | rRLKNqoVbxSfff2FWjXuEjEkHKMscbhYe6vAQfsBJuB  | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
91.189.183.150  | 9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
103.167.235.224 | BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
45.250.255.46   | apySoL1xCcCH6owdwZv8r8PWVyCHkGTGTHm5PCxsR3E  | 8001   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
80.77.161.215   | DiFeTctQSaNczJNmZ5121kYqLaBe9wDpM9sjCzTELJLE | 8001   | 8003  | 8009     | none                  | 2.1.11  | 3039680930
5.199.172.187   | 8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix | 8001   | 8004  | 8010     | none                  | 2.1.11  | 3039680930
173.231.62.130  | 34v7TexfK4a6onLDKx6UzEn1655HPb5xHcucGJCdNYB8 | 8001   | 8003  | 8009     | none                  | 2.0.18  | 607245837
67.202.63.79    | DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
89.42.231.100   | CpdzCVzaR9gjFymmEVE8xHboJFHaDnimRZ448cMBs6Rn | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
80.77.161.207   | B6v1XojHEAjwn7LB5tjdejyjNNQXWZv4KDAcBzxyjBAB | 8000   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
109.94.97.141   | AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
62.113.194.87   | bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z  | 6005   | 5557  | 5563     | none                  | 2.1.11  | 1725507508
192.155.100.245 | ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
216.144.245.90  | 2GUnfxZavKoPfS9s3VSEjaWDzB3vNf5RojUhprCS1rSx | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
84.32.32.20     | mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY  | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
154.30.4.101    | J2obR2DK7gnd6H88HjKzEYuMyboDWRNpbzwmGSh31nnu | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
45.152.160.54   | 3z6PJ9F4Yk2vAFGzCV6cQ9MLAJfHcGtLD3rDmuim3G2g | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
57.129.64.114   | 4e2KvSCgot2RGXsExfY48NdfykQSjgozV5FAXv13bUn1 | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
80.77.175.76    | 6RZshDYBGToKCniDjckyF3cR4NpuEVqZWwTcPZ54gELr | 8001   | 11222 | 11228    | none                  | 2.1.11  | 1725507508
108.171.214.234 | AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT | 8001   | 8004  | 8010     | none                  | 2.1.14  | 3271415109
92.42.111.95    | HrM8x5Xn6ugoHqfLc7MCr8K7D34Z3NBc1TcuohCJ2ksz | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
64.130.50.134   | 7kwZc68XSEs3bgPcHjh6XKUG2t5ocWKEZtnVJYcEjvPs | 8000   | 8003  | 8009     | none                  | 2.1.14  | 3271415109
204.13.239.42   | 8buJst58M53hS9Zq5Gdrx83WV6FxP9SYC6q7twwGRTuu | 8000   | 8003  | 8009     | 204.13.239.42:8899    | 2.1.14  | 3271415109
186.233.186.153 | 9MYPYNS8MmwcrZLGndHFvw4eR9BYhdfJj6jBk2iHiE88 | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
64.130.55.13    | 4SKy65C9373k9WZnq2ViR7nq8eCu32TkLhoXq45MYQm6 | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
62.113.194.234  | 3ARtLeVB83RoGAwRot8dh74pc2uqbPi6JwbkwDzqk91m | 8000   | 8003  | 8009     | none                  | 2.1.11  | 1725507508
74.118.139.254  | BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
64.176.68.124   | 6xct3c93fs7s8Dm5j3rVabTDZD7ahtwFDTzydpFTuiEn | 8001   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
145.40.106.173  | Gctz3akopD6MtJdqYcGDAjqLKkghD465UjwhmYG6rJ6t | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
62.197.45.190   | Amt7zuksiYxTe3JAHUZXW7JDwx2bEHtWoed7hPBxuaie | 8000   | 11222 | 11228    | none                  | 2.1.14  | 3271415109
